Date,r,xs,xb
5/1/1981,0.168680802,-0.007993936,-0.141523064
6/1/1981,-0.107678019,-0.033970129,0.160753189
7/1/1981,0.037887725,0.103768158,-0.013473515
8/1/1981,0.000735442,0.030164832,0.053331173
9/1/1981,-0.064871726,-0.023969137,0.02798901
10/1/1981,-0.091376724,-0.105877017,0.159508592
11/1/1981,-0.194527441,-0.199072397,0.275412249
12/1/1981,-0.059351816,0.167209555,0.12062114
1/1/1982,0.23796181,0.051162791,-0.236669403
2/1/1982,-0.00863442,0.012758112,0.041797251
3/1/1982,0.134872315,-0.005534115,-0.108496769
4/1/1982,-0.088294464,-0.023138317,0.198854031
5/1/1982,-0.065299117,-0.047447718,0.124456469
6/1/1982,0.029902947,0.098756689,-0.028957929
7/1/1982,-0.242804992,-0.121034162,0.302239814
8/1/1982,-0.303621482,-0.084575898,0.368886564
9/1/1982,0.130091773,-0.091855808,0.048121536
10/1/1982,0.097449779,-0.081544644,0.042746299
11/1/1982,-0.009736466,-0.017073952,0.102125313
12/1/1982,0.056633456,-0.078167409,0.002526573
1/1/1983,-0.002853598,0.026027559,0.08735862
2/1/1983,-0.076147816,-0.029614325,0.141289881
3/1/1983,0.154478114,0.078660989,-0.072666125
4/1/1983,-0.053779748,-0.055269218,0.13751905
5/1/1983,-0.004191838,0.071154962,0.088719422
6/1/1983,0.076513557,0.018530559,-0.020206427
7/1/1983,0.025761932,0.084264283,0.01967076
8/1/1983,0.025451284,0.010008831,-0.011199787
9/1/1983,-0.042750929,-0.062566793,0.115411028
10/1/1983,-0.035294118,-0.014820189,0.080330003
11/1/1983,0.006630358,0.015358721,0.020561056
12/1/1983,0.016584333,0.015644426,0.021490727
1/1/1984,0.027883837,-0.02723656,0.027590616
2/1/1984,0.000675371,0.040058725,-0.012394121
3/1/1984,0.074578178,0.072595281,-0.028297186
4/1/1984,-0.030356956,0.006392179,0.077497998
5/1/1984,0.010363813,0.110872408,0.029420451
6/1/1984,-0.000106849,0.00218616,0.024436351
7/1/1984,0.031203249,-0.030455575,0.003610599
8/1/1984,0.110777202,0.016701281,0.02595344
9/1/1984,-0.026681593,-0.059749766,0.081912737
10/1/1984,-0.175309115,-0.083914185,0.212214594
11/1/1984,-0.139121339,-0.063438735,0.19361163
12/1/1984,0.025786418,-0.048533446,0.008669385
1/1/1985,0.007107133,-0.01996008,0.082072198
2/1/1985,0.008102457,0.094817832,0.090498942
3/1/1985,0.04887218,-0.014572137,-0.014820218
4/1/1985,-0.091212458,-0.06428946,0.140766527
5/1/1985,-0.043927649,-0.097848016,0.110428202
6/1/1985,-0.056756757,-0.045968443,0.120250537
7/1/1985,0.064846931,0.061596562,-0.004656354
8/1/1985,0.001274607,-0.014597645,0.01747864
9/1/1985,-0.000282885,-0.001244865,0.01961374
10/1/1985,0.014855688,-0.031534339,0.039245344
11/1/1985,-0.084065245,-0.01042471,0.187072763
12/1/1985,-0.101217656,-0.027311744,0.190837909
1/1/1986,0.148856901,0.013103356,-0.106213389
2/1/1986,0.024027123,-0.026395671,0.068095836
3/1/1986,-0.097164244,-0.079436085,0.192515201
4/1/1986,-0.059630102,-0.043292593,0.118820804
5/1/1986,0.043065446,0.052024011,-0.007057043
6/1/1986,-0.04340052,-0.06100951,0.105874315
7/1/1986,-0.042990654,-0.034434403,0.055383642
8/1/1986,-0.090553977,-0.117637567,0.144633911
9/1/1986,-0.002147599,0.064923189,0.008392497
10/1/1986,0.002152221,-0.029538039,0.028691254
11/1/1986,-0.03162827,0.014333746,0.098856577
12/1/1986,0.030846774,0.05722261,0.017215241
1/1/1987,0.091531391,-0.025577558,0.005813742
2/1/1987,-0.038344383,0.012023709,0.13180374
3/1/1987,-0.030743432,0.034471218,0.101729548
4/1/1987,-0.066128412,0.105791006,0.08390619
5/1/1987,0.108892548,0.037156232,-0.080340872
6/1/1987,-0.085390756,-0.037658674,0.157407359
7/1/1987,0.13679724,0.016415067,-0.07949797
8/1/1987,0.010712373,0.038932949,0.079290852
9/1/1987,0.148207031,0.093962526,-0.154400109
10/1/1987,-0.381076923,-0.14818574,0.287603437
11/1/1987,-0.126771066,0.025171284,0.032409896
12/1/1987,0.049530316,0.052157489,-0.029897663
1/1/1988,0.4334147,-0.072217619,-0.357232128
2/1/1988,-0.021381268,-0.016520316,0.087249531
3/1/1988,0.108662026,0.036470944,-0.044539593
4/1/1988,0.003487967,0.035333625,0.018868074
5/1/1988,0.019117136,0.08094768,-0.009063823
6/1/1988,0.115279673,-0.02035225,-0.022230083
7/1/1988,-0.025076453,0.052603542,0.053558167
8/1/1988,0.129861982,0.044154858,-0.115071942
9/1/1988,-0.015824542,-0.033805889,0.06800505
10/1/1988,-0.04922426,-0.009029345,0.119933215
11/1/1988,0.012609405,0.070994685,-0.00092952
12/1/1988,-0.031497217,0.05116389,0.087770279
1/1/1989,0.192406595,-0.001461331,-0.124739326
2/1/1989,-0.044018775,0.053022627,0.108840078
3/1/1989,0.164410828,0.028543938,-0.134784978
4/1/1989,-0.024387464,-0.05934934,0.091657707
5/1/1989,0.00385469,-0.031491713,0.068226025
6/1/1989,-0.039562485,-0.073816315,0.103818618
7/1/1989,-0.049794039,-0.064055186,0.107316437
8/1/1989,-0.007395129,0.067780995,0.083472261
9/1/1989,-0.003982017,0.024158758,0.036959512
10/1/1989,-0.00838277,-0.067757853,0.03976774
11/1/1989,-0.080504617,-0.009940615,0.091212734
12/1/1989,-0.114002829,0.011474769,0.171204475
1/1/1990,0.220146871,0.041124146,-0.212946642
2/1/1990,0.007981159,-0.003219416,-0.002951304
3/1/1990,0.038291796,0.029440994,0.020204194
4/1/1990,-0.060257532,0.030167733,0.093230409
5/1/1990,-0.024078755,-0.048729062,0.093923216
6/1/1990,0.041575791,-0.021425933,0.020665466
7/1/1990,-0.023033634,-0.035107588,0.054582789
8/1/1990,0.003081045,-0.006259781,-0.051688105
9/1/1990,-0.062633547,-0.004724409,0.052021302
10/1/1990,-0.03917937,-0.017009494,0.050719905
11/1/1990,-0.013790036,-0.016498994,0.079497251
12/1/1990,-0.18102541,-0.056464812,0.262061916
1/1/1991,0.078942537,-0.044666088,-0.052022385
2/1/1991,-0.027735239,-0.016946588,0.177908824
3/1/1991,0.030276514,-0.022317993,0.030812207
4/1/1991,-0.080006795,-0.026448363,0.132467308
5/1/1991,-0.005169867,0.011804657,0.032693044
6/1/1991,-0.038047513,0.008949976,0.070984892
7/1/1991,0.069071966,-0.024552511,-0.03171967
8/1/1991,-0.042411117,-0.083468659,0.098719141
9/1/1991,-0.059743686,-0.04836995,0.085629665
10/1/1991,-0.040689517,-0.04040216,0.071500467
11/1/1991,-0.151065608,-0.070818782,0.180196088
12/1/1991,-0.08515875,-0.12904573,0.123482755
1/1/1992,0.002690342,0.040278111,0.099778063
2/1/1992,0.033002415,0.014289007,-0.011948771
3/1/1992,0.041818182,0.047261986,-0.024560086
4/1/1992,-0.126402393,-0.050553265,0.156768654
5/1/1992,0.037671233,-0.024451554,0.010732095
6/1/1992,-0.033828383,-0.048254861,0.047762473
7/1/1992,-0.124395104,-0.118877677,0.171226857
8/1/1992,-0.016579974,-0.040223464,0.053322535
9/1/1992,-0.110743802,-0.096332945,0.141729852
10/1/1992,0.030111524,0.161352657,-0.014794185
11/1/1992,-0.036448935,0.087631725,0.091527723
12/1/1992,0.095131086,-0.069097399,-0.035557725
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
